?????;??????? ?????;???? ?????;????? ??;????? ??
Telekom Srbija a.d., Beograd;21 6496000;21 6500999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;21 6503000;21 6506999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;21 6510000;21 6513999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;21 6518000;21 6533999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;21 6539000;21 6549999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;21 6551000;21 6553999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;21 6557000;21 6557999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;21 6571000;21 6572999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;21 6580000;21 6580999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;21 6610000;21 6624999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;21 6720000;21 6729999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;21 6736000;21 6736999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;21 6737000;21 6737999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;21 6738000;21 6742999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;21 6746000;21 6746999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;21 6748000;21 6752999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;21 6754000;21 6754999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;21 6756000;21 6756999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;21 6758000;21 6759999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;21 6770000;21 6770999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;21 6772000;21 6772999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;21 6774000;21 6776999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;21 6778000;21 6781999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;21 6786000;21 6792999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;21 6794000;21 6794999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;21 6800000;21 6801999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;21 6804000;21 6804999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;21 6811000;21 6811999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;21 6841000;21 6841999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;21 6851000;21 6851999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;21 6853000;21 6853999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;21 6861000;21 6861999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;21 6893000;21 6895999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;21 6897000;21 6898999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;21 6902000;21 6904999;25.6.2018;25.6.2028
Telekom Srbija a.d., Beograd;21 6910000;21 6919999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;21 6933000;21 6935999;25.6.2018;25.6.2028
Telekom Srbija a.d., Beograd;21 700000;21 708999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;21 714000;21 714999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;21 717000;21 720999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;21 723000;21 735999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;21 750000;21 754999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;21 7550000;21 7551999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;21 7557000;21 7558999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;21 756000;21 765999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;21 768000;21 775999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;21 777000;21 777999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;21 779000;21 782999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;21 785000;21 785999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;21 788000;21 788999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;21 790000;21 792999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;21 794000;21 794999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;21 7950000;21 7950999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;21 7953000;21 7955999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;21 797000;21 798999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;21 802000;21 804999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;21 806000;21 809999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;21 820000;21 837999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;21 840000;21 849999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;21 851000;21 852999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;21 857000;21 857999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;21 859000;21 859999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;21 870000;21 872999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;21 874000;21 874999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;21 878000;21 879999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;21 881000;21 884999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;21 890000;21 893999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;21 895000;21 899999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 2100000;22 2100999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 2101000;22 2101999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 2150000;22 2150999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 2152000;22 2152999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 2155000;22 2155999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 2156000;22 2156999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 2301000;22 2302999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 2340000;22 2343999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 2348000;22 2348999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 2349000;22 2349999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 2351000;22 2352999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 2353000;22 2353999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 2361000;22 2362999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 2371000;22 2371999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 2381000;22 2382999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 2391000;22 2391999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 2430000;22 2431999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 2434000;22 2434999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 2435000;22 2435999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 2436000;22 2436999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 2438000;22 2438999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 2439000;22 2439999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 2444000;22 2444999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 2451000;22 2451999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 2452000;22 2452999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 2460000;22 2461999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 2462000;22 2462999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 2464000;22 2464999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 2467000;22 2467999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 2468000;22 2468999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 2470000;22 2470999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 2473000;22 2473999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 2475000;22 2476999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 2478000;22 2478999;8.1.2018;8.1.2028
Telekom Srbija a.d., Beograd;22 2479000;22 2479999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 2492000;22 2492999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 2500000;22 2500999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 2586000;22 2586999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 2591000;22 2592999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 2617000;22 2618999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 2621000;22 2621999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 2622000;22 2622999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 2624000;22 2624999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 2626000;22 2626999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 2656000;22 2656999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 2659000;22 2659999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 2663000;22 2663999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 2680000;22 2680999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 2685000;22 2685999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 2710000;22 2717999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 2719000;22 2719999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 2733000;22 2733999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 2741000;22 2741999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 2753000;22 2753999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 310000;22 318999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 321000;22 323999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 325000;22 330999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 340000;22 343999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 348000;22 349999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 351000;22 352999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 361000;22 363999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 366000;22 367999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 371000;22 371999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 381000;22 382999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 400000;22 400999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 405000;22 405999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 408000;22 409999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 430000;22 433999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 435000;22 436999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 440000;22 443999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 445000;22 445999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 447000;22 450999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 453000;22 455999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 457000;22 463999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 465000;22 485999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 487000;22 490999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 493000;22 495999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 497000;22 497999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 499000;22 499999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 500000;22 500999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 504000;22 504999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 506000;22 506999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 510000;22 510999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 515000;22 515999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 520000;22 520999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 551000;22 562999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 565000;22 565999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 570000;22 574999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 580000;22 580999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 584000;22 585999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 587000;22 587999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 591000;22 592999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 600000;22 600999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 610000;22 615999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 617000;22 618999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 620000;22 632999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 635000;22 641999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 649000;22 651999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 655000;22 655999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 657000;22 658999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 660000;22 662999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 664000;22 673999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 679000;22 679999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 681000;22 682999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 684000;22 684999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 687000;22 688999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 710000;22 716999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 718000;22 719999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 725000;22 725999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 731000;22 732999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 734000;22 734999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 736000;22 737999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 739000;22 739999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 742000;22 743999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 745000;22 745999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 752000;22 753999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;22 755000;22 755999;10.6.2017;10.6.2027
SERBIA BROADBAND - SRPSKE KABLOVSKE MREŽE;22 800000;22 800999;1.10.2012;1.10.2022
SERBIA BROADBAND - SRPSKE KABLOVSKE MREŽE;22 801000;22 801999;1.1.2017;1.1.2027
SERBIA BROADBAND - SRPSKE KABLOVSKE MREŽE;22 803000;22 803999;1.10.2018;1.10.2028
ORION TELEKOM;22 810000;22 819999;6.7.2018;6.7.2028
BEOTELNET-ISP;22 820000;22 820999;1.8.2014;1.8.2024
ASTRA TELEKOM;22 824000;22 825999;18.4.2017;18.4.2027
RADIJUS VEKTOR;22 830000;22 831999;1.12.2014;1.12.2019
TELENOR;22 850000;22 850999;2.2.2011;10.2.2020
KOPERNIKUS TECHNOLOGY;22 860000;22 860999;15.7.2014;15.7.2024
VIP MOBILE;22 890000;22 899999;6.2.2017;6.2.2027
Telekom Srbija a.d., Beograd;23 222000;23 222999;8.1.2018;8.1.2028
Telekom Srbija a.d., Beograd;23 230000;23 230999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 234000;23 238999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 240000;23 242999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 244000;23 244999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 246000;23 246999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 248000;23 249999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 260000;23 269999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 3100000;23 3100999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 3101000;23 3101999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 3150000;23 3150999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 3155000;23 3155999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 3240000;23 3240999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 3510000;23 3510999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 3515000;23 3515999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 3521000;23 3528999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 3532000;23 3533999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 3535000;23 3535999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 3538000;23 3538999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 3540000;23 3549999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 3560000;23 3560999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 3562000;23 3562999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 3564000;23 3564999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 3566000;23 3567999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 3569000;23 3569999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 3581000;23 3581999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 3735000;23 3735999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 3789000;23 3789999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 3813000;23 3814999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 3818000;23 3818999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 3820000;23 3820999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 3827000;23 3828999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 3834000;23 3834999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 3835000;23 3835999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 3837000;23 3838999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 3841000;23 3842999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 3846000;23 3846999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 3848000;23 3849999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 3851000;23 3851999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 3854000;23 3854999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 3856000;23 3856999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 3859000;23 3859999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 3868000;23 3868999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 3879000;23 3879999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 3881000;23 3882999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 3884000;23 3884999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 3885000;23 3885999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 3890000;23 3890999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 3894000;23 3894999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 3898000;23 3898999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 3899000;23 3899999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 510000;23 515999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 517000;23 517999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 519000;23 519999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 521000;23 528999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 529000;23 529999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 530000;23 538999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 540000;23 551999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 554000;23 554999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 559000;23 569999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 580000;23 582999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 587000;23 587999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 588000;23 589999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 593000;23 593999;10.6.2017;10.6.2027
SERBIA BROADBAND - SRPSKE KABLOVSKE MREŽE;23 600000;23 602999;1.4.2012;1.4.2022
SERBIA BROADBAND - SRPSKE KABLOVSKE MREŽE;23 603000;23 605999;1.12.2014;1.12.2024
ORION TELEKOM;23 610000;23 619999;6.7.2018;6.7.2028
BEOTELNET-ISP;23 620000;23 621999;1.8.2014;5.5.2024
GIMELNET;23 630000;23 630999;9.10.2017;9.10.2027
SERBIA BROADBAND - SRPSKE KABLOVSKE MREŽE;23 633000;23 633999;1.10.2018;1.10.2028
TELENOR;23 640000;23 640999;2.2.2011;10.2.2020
VICTORY MEDIA;23 650000;23 650999;1.5.2016;1.5.2026
SAT-TRAKT;23 652000;23 652999;2.4.2018;2.4.2028
VIP MOBILE;23 690000;23 698999;6.2.2017;6.2.2027
VIP MOBILE;23 699000;23 699999;1.9.2012;1.9.2022
Telekom Srbija a.d., Beograd;23 731000;23 733999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 737000;23 738999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 740000;23 741999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 747000;23 747999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 758000;23 758999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 771000;23 775999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 781000;23 783999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 786000;23 787999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 789000;23 789999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 810000;23 812999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 815000;23 822999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 829000;23 833999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 835000;23 836999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 846000;23 846999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 848000;23 849999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 851000;23 852999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 854000;23 855999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 857000;23 857999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 867000;23 867999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 871000;23 871999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 873000;23 873999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 875000;23 875999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 877000;23 877999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 881000;23 882999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 884000;23 884999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 886000;23 887999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 889000;23 892999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 896000;23 896999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;23 898000;23 899999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;230 306000;230 306999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;230 315000;230 315999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;230 316000;230 316999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;230 321000;230 329999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;230 331000;230 331999;8.1.2018;8.1.2028
Telekom Srbija a.d., Beograd;230 332000;230 332999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;230 334000;230 334999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;230 335000;230 335999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;230 336000;230 339999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;230 341000;230 341999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;230 356000;230 356999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;230 368000;230 368999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;230 369000;230 369999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;230 370000;230 370999;10.9.2018;10.9.2028
Telekom Srbija a.d., Beograd;230 371000;230 371999;25.6.2018;25.6.2028
Telekom Srbija a.d., Beograd;230 381000;230 381999;8.1.2018;8.1.2028
Telekom Srbija a.d., Beograd;230 382000;230 382999;8.1.2018;8.1.2028
Telekom Srbija a.d., Beograd;230 383000;230 383999;8.1.2018;8.1.2028
Telekom Srbija a.d., Beograd;230 384000;230 384999;25.6.2018;25.6.2028
Telekom Srbija a.d., Beograd;230 387000;230 387999;8.1.2018;8.1.2028
Telekom Srbija a.d., Beograd;230 389000;230 389999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;230 400000;230 405999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;230 410000;230 413999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;230 421000;230 429999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;230 431000;230 439999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;230 441000;230 442999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;230 451000;230 452999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;230 454000;230 454999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;230 458000;230 459999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;230 468000;230 469999;10.6.2017;10.6.2027
SERBIA BROADBAND - SRPSKE KABLOVSKE MREŽE;230 500000;230 502999;1.4.2012;1.4.2022
SERBIA BROADBAND - SRPSKE KABLOVSKE MREŽE;230 503000;230 505999;1.12.2014;1.12.2024
SERBIA BROADBAND - SRPSKE KABLOVSKE MREŽE;230 506000;230 506999;1.1.2017;1.1.2027
